id,answer
sentence_424,C
sentence_425,A
sentence_426,A
sentence_427,C
sentence_428,C
sentence_429,A
sentence_430,B
sentence_431,C
sentence_432,B
sentence_433,C
sentence_434,A
sentence_435,C
sentence_436,C
sentence_437,B
sentence_438,A
sentence_439,B
sentence_440,B
sentence_441,A
sentence_442,B
sentence_443,A
sentence_444,A
sentence_445,A
sentence_446,C
sentence_447,A
sentence_448,A
sentence_449,C
sentence_450,B
sentence_451,A
sentence_452,B
sentence_453,A
sentence_454,A
sentence_455,B
sentence_456,B
sentence_457,B
sentence_458,A
sentence_459,A
sentence_460,B
sentence_461,A
sentence_462,B
sentence_463,A
sentence_464,A
sentence_465,C
sentence_466,A
sentence_467,A
sentence_468,B
sentence_469,B
sentence_470,A
sentence_471,B
sentence_472,B
sentence_473,B
sentence_474,B
sentence_475,B
sentence_476,A
sentence_477,A
sentence_478,A
sentence_479,A
sentence_480,C
sentence_481,B
sentence_482,C
sentence_483,A
sentence_484,B
sentence_485,C
sentence_486,C
sentence_487,C
sentence_488,C
sentence_489,A
sentence_490,C
sentence_491,A
sentence_492,A
sentence_493,A
sentence_494,B
sentence_495,B
sentence_496,A
sentence_497,C
sentence_498,A
sentence_499,A
sentence_500,A
sentence_501,A
sentence_502,C
sentence_503,B
sentence_504,B
sentence_505,B
sentence_506,B
sentence_507,A
sentence_508,B
sentence_509,B
sentence_510,B
sentence_511,A
sentence_512,C
sentence_513,B
sentence_514,C
sentence_515,A
sentence_516,A
sentence_517,C
sentence_518,A
sentence_519,C
sentence_520,B
sentence_521,B
sentence_522,C
sentence_523,C
sentence_524,A
sentence_525,C
sentence_526,A
sentence_527,C
sentence_528,A
sentence_529,A
sentence_530,A
sentence_531,C
sentence_532,C
sentence_533,A
sentence_534,B
sentence_535,B
sentence_536,A
sentence_537,B
sentence_538,C
sentence_539,A
sentence_540,A
sentence_541,B
sentence_542,C
sentence_543,C
sentence_544,C
sentence_545,B
sentence_546,C
sentence_547,B
sentence_548,C
sentence_549,A
sentence_550,B
sentence_551,C
sentence_552,B
sentence_553,B
sentence_554,A
sentence_555,A
sentence_556,A
sentence_557,C
sentence_558,A
sentence_559,A
sentence_560,B
sentence_561,A
sentence_562,A
sentence_563,C
sentence_564,A
sentence_565,A
sentence_566,C
sentence_567,A
sentence_568,A
sentence_569,A
sentence_570,B
sentence_571,C
sentence_572,A
sentence_573,A
sentence_574,B
sentence_575,C
sentence_576,A
sentence_577,B
sentence_578,A
sentence_579,A
sentence_580,B
sentence_581,A
sentence_582,A
sentence_583,B
sentence_584,C
sentence_585,C
sentence_586,B
sentence_587,B
sentence_588,B
sentence_589,B
sentence_590,B
sentence_591,A
sentence_592,C
sentence_593,C
sentence_594,A
sentence_595,B
sentence_596,B
sentence_597,C
sentence_598,A
sentence_599,A
sentence_600,C
sentence_601,C
sentence_602,B
sentence_603,B
sentence_604,C
sentence_605,C
sentence_606,A
sentence_607,B
sentence_608,A
sentence_609,C
sentence_610,A
sentence_611,B
sentence_612,C
sentence_613,C
sentence_614,C
sentence_615,A
sentence_616,C
sentence_617,C
sentence_618,C
sentence_619,A
sentence_620,B
sentence_621,B
sentence_622,B
sentence_623,A
sentence_624,B
sentence_625,B
sentence_626,C
sentence_627,A
sentence_628,B
sentence_629,C
sentence_630,C
sentence_631,B
sentence_632,B
sentence_633,C
sentence_634,B
sentence_635,C
sentence_636,B
sentence_637,A
sentence_638,A
sentence_639,B
sentence_640,C
sentence_641,C
sentence_642,B
sentence_643,B
sentence_644,C
sentence_645,A
sentence_646,A
sentence_647,B
sentence_648,C
sentence_649,C
sentence_650,A
sentence_651,A
sentence_652,A
sentence_653,A
sentence_654,B
sentence_655,C
sentence_656,C
sentence_657,C
sentence_658,A
sentence_659,C
sentence_660,B
sentence_661,B
sentence_662,A
sentence_663,B
sentence_664,C
sentence_665,C
sentence_666,C
sentence_667,A
sentence_668,C
sentence_669,C
sentence_670,C
sentence_671,A
sentence_672,A
sentence_673,A
sentence_674,A
sentence_675,C
sentence_676,B
sentence_677,B
sentence_678,A
sentence_679,B
sentence_680,C
sentence_681,B
sentence_682,A
sentence_683,C
sentence_684,A
sentence_685,A
sentence_686,C
sentence_687,C
sentence_688,B
sentence_689,C
sentence_690,B
sentence_691,B
sentence_692,C
sentence_693,C
sentence_694,B
sentence_695,A
sentence_696,C
sentence_697,C
sentence_698,A
sentence_699,B
sentence_700,A
sentence_701,A
sentence_702,B
sentence_703,A
sentence_704,B
sentence_705,C
sentence_706,B
sentence_707,C
sentence_708,C
sentence_709,C
sentence_710,C
sentence_711,B
sentence_712,C
sentence_713,A
sentence_714,C
sentence_715,C
sentence_716,A
sentence_717,B
sentence_718,C
sentence_719,B
sentence_720,C
sentence_721,B
sentence_722,B
sentence_723,B
sentence_724,C
sentence_725,A
sentence_726,C
sentence_727,A
sentence_728,B
sentence_729,A
sentence_730,C
sentence_731,C
sentence_732,B
sentence_733,B
sentence_734,A
sentence_735,A
sentence_736,C
sentence_737,C
sentence_738,C
sentence_739,C
sentence_740,A
sentence_741,A
sentence_742,C
sentence_743,A
sentence_744,A
sentence_745,C
sentence_746,B
sentence_747,C
sentence_748,B
sentence_749,A
sentence_750,A
sentence_751,B
sentence_752,C
sentence_753,C
sentence_754,C
sentence_755,C
sentence_756,C
sentence_757,C
sentence_758,C
sentence_759,A
sentence_760,A
sentence_761,A
sentence_762,B
sentence_763,C
sentence_764,B
sentence_765,A
sentence_766,C
sentence_767,B
sentence_768,C
sentence_769,A
sentence_770,B
sentence_771,C
sentence_772,C
sentence_773,B
sentence_774,A
sentence_775,C
sentence_776,C
sentence_777,C
sentence_778,A
sentence_779,A
sentence_780,C
sentence_781,B
sentence_782,A
sentence_783,A
sentence_784,C
sentence_785,A
sentence_786,B
sentence_787,B
sentence_788,B
sentence_789,A
sentence_790,B
sentence_791,A
sentence_792,B
sentence_793,A
sentence_794,C
sentence_795,B
sentence_796,A
sentence_797,A
sentence_798,B
sentence_799,C
sentence_800,C
sentence_801,A
sentence_802,A
sentence_803,A
sentence_804,A
sentence_805,C
sentence_806,B
sentence_807,A
sentence_808,A
sentence_809,C
sentence_810,C
sentence_811,A
sentence_812,B
sentence_813,A
sentence_814,A
sentence_815,B
sentence_816,B
sentence_817,C
sentence_818,B
sentence_819,B
sentence_820,C
sentence_821,B
sentence_822,C
sentence_823,B
sentence_824,A
sentence_825,C
sentence_826,A
sentence_827,A
sentence_828,B
sentence_829,C
sentence_830,B
sentence_831,C
sentence_832,C
sentence_833,C
sentence_834,B
sentence_835,C
sentence_836,C
sentence_837,B
sentence_838,C
sentence_839,A
sentence_840,A
sentence_841,C
sentence_842,C
sentence_843,A
sentence_844,B
sentence_845,B
sentence_846,A
sentence_847,C
sentence_848,B
sentence_849,C
sentence_850,B
sentence_851,C
sentence_852,B
sentence_853,B
sentence_854,A
sentence_855,B
sentence_856,B
sentence_857,A
sentence_858,A
sentence_859,A
sentence_860,C
sentence_861,C
sentence_862,C
sentence_863,A
sentence_864,C
sentence_865,B
sentence_866,C
sentence_867,B
sentence_868,C
sentence_869,B
sentence_870,A
sentence_871,A
sentence_872,A
sentence_873,A
sentence_874,A
sentence_875,C
sentence_876,A
sentence_877,A
sentence_878,C
sentence_879,B
sentence_880,C
sentence_881,B
sentence_882,B
sentence_883,C
sentence_884,B
sentence_885,C
sentence_886,C
sentence_887,A
sentence_888,A
sentence_889,A
sentence_890,C
sentence_891,C
sentence_892,A
sentence_893,C
sentence_894,B
sentence_895,B
sentence_896,A
sentence_897,C
sentence_898,C
sentence_899,A
sentence_900,A
sentence_901,B
sentence_902,C
sentence_903,A
sentence_904,A
sentence_905,A
sentence_906,B
sentence_907,C
sentence_908,B
sentence_909,C
sentence_910,B
sentence_911,C
sentence_912,B
sentence_913,A
sentence_914,C
sentence_915,B
sentence_916,B
sentence_917,B
sentence_918,B
sentence_919,A
sentence_920,A
sentence_921,A
sentence_922,B
sentence_923,C
sentence_924,B
sentence_925,C
sentence_926,A
sentence_927,B
sentence_928,C
sentence_929,A
sentence_930,A
sentence_931,C
sentence_932,C
sentence_933,A
sentence_934,C
sentence_935,B
sentence_936,B
sentence_937,A
sentence_938,B
sentence_939,A
sentence_940,C
sentence_941,B
sentence_942,C
sentence_943,A
sentence_944,B
sentence_945,A
sentence_946,A
sentence_947,B
sentence_948,B
sentence_949,A
sentence_950,A
sentence_951,A
sentence_952,C
sentence_953,C
sentence_954,A
sentence_955,A
sentence_956,B
sentence_957,A
sentence_958,A
sentence_959,A
sentence_960,B
sentence_961,B
sentence_962,C
sentence_963,B
sentence_964,C
sentence_965,C
sentence_966,B
sentence_967,A
sentence_968,B
sentence_969,A
sentence_970,C
sentence_971,C
sentence_972,C
sentence_973,A
sentence_974,B
sentence_975,B
sentence_976,B
sentence_977,A
sentence_978,A
sentence_979,A
sentence_980,C
sentence_981,C
sentence_982,C
sentence_983,A
sentence_984,C
sentence_985,B
sentence_986,C
sentence_987,B
sentence_988,C
sentence_989,C
sentence_990,B
sentence_991,A
sentence_992,B
sentence_993,B
sentence_994,B
sentence_995,C
sentence_996,A
sentence_997,C
sentence_998,A
sentence_999,B
sentence_1000,B
sentence_1001,A
sentence_1002,C
sentence_1003,C
sentence_1004,A
sentence_1005,B
sentence_1006,C
sentence_1007,C
sentence_1008,C
sentence_1009,A
sentence_1010,C
sentence_1011,C
sentence_1012,B
sentence_1013,B
sentence_1014,A
sentence_1015,C
sentence_1016,C
sentence_1017,A
sentence_1018,C
sentence_1019,C
sentence_1020,A
sentence_1021,C
sentence_1022,B
sentence_1023,A
sentence_1024,A
sentence_1025,A
sentence_1026,A
sentence_1027,A
sentence_1028,C
sentence_1029,B
sentence_1030,A
sentence_1031,C
sentence_1032,B
sentence_1033,B
sentence_1034,A
sentence_1035,A
sentence_1036,A
sentence_1037,C
sentence_1038,B
sentence_1039,C
sentence_1040,A
sentence_1041,A
sentence_1042,B
sentence_1043,B
sentence_1044,B
sentence_1045,B
sentence_1046,C
sentence_1047,C
sentence_1048,A
sentence_1049,A
sentence_1050,B
sentence_1051,C
sentence_1052,A
sentence_1053,A
sentence_1054,C
sentence_1055,A
sentence_1056,C
sentence_1057,B
sentence_1058,C
sentence_1059,C
sentence_1060,C
sentence_1061,B
sentence_1062,C
sentence_1063,B
sentence_1064,B
sentence_1065,B
sentence_1066,A
sentence_1067,C
sentence_1068,B
sentence_1069,C
sentence_1070,C
sentence_1071,C
sentence_1072,A
sentence_1073,B
sentence_1074,C
sentence_1075,C
sentence_1076,A
sentence_1077,B
sentence_1078,A
sentence_1079,B
sentence_1080,C
sentence_1081,C
sentence_1082,A
sentence_1083,A
sentence_1084,C
sentence_1085,B
sentence_1086,C
sentence_1087,A
sentence_1088,C
sentence_1089,C
sentence_1090,B
sentence_1091,A
sentence_1092,A
sentence_1093,B
sentence_1094,B
sentence_1095,C
sentence_1096,A
sentence_1097,B
sentence_1098,B
sentence_1099,A
sentence_1100,A
sentence_1101,C
sentence_1102,A
sentence_1103,B
sentence_1104,C
sentence_1105,A
sentence_1106,A
sentence_1107,B
sentence_1108,A
sentence_1109,A
sentence_1110,A
sentence_1111,C
sentence_1112,A
sentence_1113,B
sentence_1114,C
sentence_1115,B
sentence_1116,C
sentence_1117,C
sentence_1118,C
sentence_1119,B
sentence_1120,C
sentence_1121,B
sentence_1122,C
sentence_1123,C
sentence_1124,C
sentence_1125,A
sentence_1126,C
sentence_1127,A
sentence_1128,A
sentence_1129,C
sentence_1130,C
sentence_1131,A
sentence_1132,B
sentence_1133,A
sentence_1134,B
sentence_1135,B
sentence_1136,A
sentence_1137,A
sentence_1138,A
sentence_1139,A
sentence_1140,C
sentence_1141,A
sentence_1142,B
sentence_1143,A
sentence_1144,B
sentence_1145,C
sentence_1146,B
sentence_1147,A
sentence_1148,C
sentence_1149,A
sentence_1150,C
sentence_1151,B
sentence_1152,C
sentence_1153,C
sentence_1154,A
sentence_1155,C
sentence_1156,A
sentence_1157,B
sentence_1158,C
sentence_1159,A
sentence_1160,C
sentence_1161,C
sentence_1162,C
sentence_1163,C
sentence_1164,A
sentence_1165,C
sentence_1166,A
sentence_1167,C
sentence_1168,C
sentence_1169,A
sentence_1170,C
sentence_1171,C
sentence_1172,B
sentence_1173,A
sentence_1174,A
sentence_1175,B
sentence_1176,A
sentence_1177,A
sentence_1178,C
sentence_1179,B
sentence_1180,A
sentence_1181,A
sentence_1182,A
sentence_1183,C
sentence_1184,B
sentence_1185,B
sentence_1186,A
sentence_1187,C
sentence_1188,C
sentence_1189,C
sentence_1190,C
sentence_1191,C
sentence_1192,B
sentence_1193,A
sentence_1194,C
sentence_1195,A
sentence_1196,A
sentence_1197,A
sentence_1198,C
sentence_1199,C
sentence_1200,A
sentence_1201,B
sentence_1202,C
sentence_1203,A
sentence_1204,C
sentence_1205,A
sentence_1206,B
sentence_1207,C
sentence_1208,A
sentence_1209,A
sentence_1210,B
sentence_1211,A
sentence_1212,C
sentence_1213,A
sentence_1214,B
sentence_1215,C
sentence_1216,C
sentence_1217,C
sentence_1218,B
sentence_1219,C
sentence_1220,A
sentence_1221,A
sentence_1222,A
sentence_1223,B
sentence_1224,B
sentence_1225,B
sentence_1226,C
sentence_1227,C
sentence_1228,B
sentence_1229,C
sentence_1230,B
sentence_1231,B
sentence_1232,C
sentence_1233,B
sentence_1234,A
sentence_1235,B
sentence_1236,C
sentence_1237,B
sentence_1238,B
sentence_1239,C
sentence_1240,A
sentence_1241,B
sentence_1242,C
sentence_1243,C
sentence_1244,B
sentence_1245,A
sentence_1246,A
sentence_1247,B
sentence_1248,A
sentence_1249,B
sentence_1250,B
sentence_1251,C
sentence_1252,A
sentence_1253,A
sentence_1254,B
sentence_1255,B
sentence_1256,B
sentence_1257,B
sentence_1258,A
sentence_1259,B
sentence_1260,A
sentence_1261,C
sentence_1262,B
sentence_1263,C
sentence_1264,B
sentence_1265,A
sentence_1266,A
sentence_1267,A
sentence_1268,B
sentence_1269,C
sentence_1270,B
sentence_1271,C
sentence_1272,B
sentence_1273,A
sentence_1274,A
sentence_1275,B
sentence_1276,B
sentence_1277,B
sentence_1278,B
sentence_1279,C
sentence_1280,C
sentence_1281,B
sentence_1282,A
sentence_1283,B
sentence_1284,B
sentence_1285,C
sentence_1286,C
sentence_1287,A
sentence_1288,B
sentence_1289,B
sentence_1290,A
sentence_1291,B
sentence_1292,C
sentence_1293,C
sentence_1294,B
sentence_1295,B
sentence_1296,B
sentence_1297,C
sentence_1298,C
sentence_1299,C
sentence_1300,C
sentence_1301,A
sentence_1302,B
sentence_1303,A
sentence_1304,C
sentence_1305,A
sentence_1306,C
sentence_1307,A
sentence_1308,B
sentence_1309,C
sentence_1310,C
sentence_1311,A
sentence_1312,A
sentence_1313,C
sentence_1314,B
sentence_1315,C
sentence_1316,B
sentence_1317,C
sentence_1318,A
sentence_1319,B
sentence_1320,C
sentence_1321,C
sentence_1322,A
sentence_1323,C
sentence_1324,C
sentence_1325,A
sentence_1326,A
sentence_1327,C
sentence_1328,A
sentence_1329,B
sentence_1330,C
sentence_1331,A
sentence_1332,C
sentence_1333,A
sentence_1334,C
sentence_1335,C
sentence_1336,B
sentence_1337,A
sentence_1338,C
sentence_1339,B
sentence_1340,A
sentence_1341,B
sentence_1342,C
sentence_1343,B
sentence_1344,B
sentence_1345,C
sentence_1346,C
sentence_1347,A
sentence_1348,A
sentence_1349,A
sentence_1350,C
sentence_1351,A
sentence_1352,A
sentence_1353,B
sentence_1354,B
sentence_1355,A
sentence_1356,A
sentence_1357,A
sentence_1358,A
sentence_1359,C
sentence_1360,B
sentence_1361,C
sentence_1362,C
sentence_1363,B
sentence_1364,A
sentence_1365,C
sentence_1366,A
sentence_1367,C
sentence_1368,B
sentence_1369,B
sentence_1370,C
sentence_1371,B
sentence_1372,B
sentence_1373,B
sentence_1374,B
sentence_1375,B
sentence_1376,A
sentence_1377,C
sentence_1378,A
sentence_1379,B
sentence_1380,B
sentence_1381,A
sentence_1382,C
sentence_1383,A
sentence_1384,B
sentence_1385,C
sentence_1386,C
sentence_1387,B
sentence_1388,A
sentence_1389,C
sentence_1390,A
sentence_1391,A
sentence_1392,B
sentence_1393,A
sentence_1394,C
sentence_1395,B
sentence_1396,B
sentence_1397,A
sentence_1398,B
sentence_1399,A
sentence_1400,C
sentence_1401,B
sentence_1402,B
sentence_1403,B
sentence_1404,C
sentence_1405,B
sentence_1406,C
sentence_1407,B
sentence_1408,B
sentence_1409,B
sentence_1410,C
sentence_1411,C
sentence_1412,B
sentence_1413,A
sentence_1414,A
sentence_1415,B
sentence_1416,B
sentence_1417,C
sentence_1418,C
sentence_1419,B
sentence_1420,A
sentence_1421,A
sentence_1422,C
sentence_1423,B
sentence_1424,B
sentence_1425,C
sentence_1426,C
sentence_1427,C
sentence_1428,C
sentence_1429,B
sentence_1430,C
sentence_1431,B
sentence_1432,B
sentence_1433,A
sentence_1434,B
sentence_1435,A
sentence_1436,B
sentence_1437,B
sentence_1438,C
sentence_1439,C
sentence_1440,B
sentence_1441,A
sentence_1442,A
sentence_1443,B
sentence_1444,C
sentence_1445,A
sentence_1446,B
sentence_1447,A
sentence_1448,B
sentence_1449,B
sentence_1450,A
sentence_1451,C
sentence_1452,A
sentence_1453,C
sentence_1454,C
sentence_1455,B
sentence_1456,B
sentence_1457,A
sentence_1458,B
sentence_1459,B
sentence_1460,C
sentence_1461,C
sentence_1462,B
sentence_1463,B
sentence_1464,A
sentence_1465,A
sentence_1466,A
sentence_1467,B
sentence_1468,B
sentence_1469,C
sentence_1470,A
sentence_1471,C
sentence_1472,C
sentence_1473,A
sentence_1474,A
sentence_1475,A
sentence_1476,C
sentence_1477,C
sentence_1478,B
sentence_1479,C
sentence_1480,B
sentence_1481,C
sentence_1482,C
sentence_1483,A
sentence_1484,A
sentence_1485,B
sentence_1486,A
sentence_1487,B
sentence_1488,A
sentence_1489,A
sentence_1490,A
sentence_1491,A
sentence_1492,C
sentence_1493,B
sentence_1494,B
sentence_1495,B
sentence_1496,A
sentence_1497,A
sentence_1498,B
sentence_1499,A
sentence_1500,C
sentence_1501,B
sentence_1502,C
sentence_1503,B
sentence_1504,A
sentence_1505,C
sentence_1506,C
sentence_1507,B
sentence_1508,B
sentence_1509,C
sentence_1510,B
sentence_1511,B
sentence_1512,C
sentence_1513,B
sentence_1514,A
sentence_1515,B
sentence_1516,C
sentence_1517,C
sentence_1518,A
sentence_1519,B
sentence_1520,C
sentence_1521,A
sentence_1522,C
sentence_1523,C
sentence_1524,C
sentence_1525,C
sentence_1526,A
sentence_1527,A
sentence_1528,B
sentence_1529,B
sentence_1530,B
sentence_1531,B
sentence_1532,B
sentence_1533,C
sentence_1534,B
sentence_1535,C
sentence_1536,B
sentence_1537,C
sentence_1538,B
sentence_1539,B
sentence_1540,B
sentence_1541,C
sentence_1542,C
sentence_1543,B
sentence_1544,B
sentence_1545,C
sentence_1546,B
sentence_1547,A
sentence_1548,A
sentence_1549,B
sentence_1550,C
sentence_1551,A
sentence_1552,B
sentence_1553,A
sentence_1554,C
sentence_1555,A
sentence_1556,B
sentence_1557,A
sentence_1558,C
sentence_1559,A
sentence_1560,C
sentence_1561,B
sentence_1562,B
sentence_1563,A
sentence_1564,B
sentence_1565,B
sentence_1566,A
sentence_1567,B
sentence_1568,C
sentence_1569,C
sentence_1570,A
sentence_1571,C
sentence_1572,B
sentence_1573,C
sentence_1574,B
sentence_1575,A
sentence_1576,B
sentence_1577,A
sentence_1578,B
sentence_1579,C
sentence_1580,A
sentence_1581,A
sentence_1582,A
sentence_1583,A
sentence_1584,A
sentence_1585,A
sentence_1586,C
sentence_1587,C
sentence_1588,C
sentence_1589,B
sentence_1590,C
sentence_1591,B
sentence_1592,A
sentence_1593,C
sentence_1594,C
sentence_1595,A
sentence_1596,C
sentence_1597,A
sentence_1598,A
sentence_1599,C
sentence_1600,C
sentence_1601,B
sentence_1602,B
sentence_1603,B
sentence_1604,B
sentence_1605,A
sentence_1606,C
sentence_1607,C
sentence_1608,A
sentence_1609,C
sentence_1610,B
sentence_1611,C
sentence_1612,A
sentence_1613,C
sentence_1614,A
sentence_1615,C
sentence_1616,B
sentence_1617,A
sentence_1618,B
sentence_1619,C
sentence_1620,B
sentence_1621,B
sentence_1622,A
sentence_1623,A
sentence_1624,A
sentence_1625,C
sentence_1626,C
sentence_1627,B
sentence_1628,B
sentence_1629,A
sentence_1630,A
sentence_1631,A
sentence_1632,A
sentence_1633,C
sentence_1634,A
sentence_1635,B
sentence_1636,A
sentence_1637,C
sentence_1638,C
sentence_1639,B
sentence_1640,A
sentence_1641,C
sentence_1642,C
sentence_1643,A
sentence_1644,A
sentence_1645,B
sentence_1646,C
sentence_1647,A
sentence_1648,C
sentence_1649,B
sentence_1650,B
sentence_1651,A
sentence_1652,A
sentence_1653,A
sentence_1654,A
sentence_1655,B
sentence_1656,A
sentence_1657,C
sentence_1658,B
sentence_1659,B
sentence_1660,A
sentence_1661,C
sentence_1662,A
sentence_1663,B
sentence_1664,A
sentence_1665,C
