id,answer
sentence_593,A
sentence_594,A
sentence_595,A
sentence_596,A
sentence_597,A
sentence_598,A
sentence_599,A
sentence_600,A
sentence_601,A
sentence_602,A
sentence_603,A
sentence_604,A
sentence_605,A
sentence_606,A
sentence_607,A
sentence_608,A
sentence_609,A
sentence_610,A
sentence_611,A
sentence_612,A
sentence_613,A
sentence_614,A
sentence_615,A
sentence_616,A
sentence_617,A
sentence_618,A
sentence_619,A
sentence_620,A
sentence_621,A
sentence_622,A
sentence_623,A
sentence_624,A
sentence_625,A
sentence_626,A
sentence_627,A
sentence_628,A
sentence_629,A
sentence_630,A
sentence_631,A
sentence_632,A
sentence_633,A
sentence_634,A
sentence_635,A
sentence_636,A
sentence_637,A
sentence_638,A
sentence_639,A
sentence_640,A
sentence_641,A
sentence_642,A
sentence_643,A
sentence_644,A
sentence_645,A
sentence_646,A
sentence_647,A
sentence_648,A
sentence_649,A
sentence_650,A
sentence_651,A
sentence_652,A
sentence_653,A
sentence_654,A
sentence_655,A
sentence_656,A
sentence_657,A
sentence_658,A
sentence_659,A
sentence_660,A
sentence_661,A
sentence_662,A
sentence_663,A
sentence_664,A
sentence_665,A
sentence_666,A
sentence_667,A
sentence_668,A
sentence_669,A
sentence_670,A
sentence_671,A
sentence_672,A
sentence_673,A
sentence_674,A
sentence_675,A
sentence_676,A
sentence_677,A
sentence_678,A
sentence_679,A
sentence_680,A
sentence_681,A
sentence_682,A
sentence_683,A
sentence_684,A
sentence_685,A
sentence_686,A
sentence_687,A
sentence_688,A
sentence_689,A
sentence_690,A
sentence_691,A
sentence_692,A
sentence_693,A
sentence_694,A
sentence_695,A
sentence_696,A
sentence_697,A
sentence_698,A
sentence_699,A
sentence_700,A
sentence_701,A
sentence_702,A
sentence_703,A
sentence_704,A
sentence_705,A
sentence_706,A
sentence_707,A
sentence_708,A
sentence_709,A
sentence_710,A
sentence_711,A
sentence_712,A
sentence_713,A
sentence_714,A
sentence_715,A
sentence_716,A
sentence_717,A
sentence_718,A
sentence_719,A
sentence_720,A
sentence_721,A
sentence_722,A
sentence_723,A
sentence_724,A
sentence_725,A
sentence_726,A
sentence_727,A
sentence_728,A
sentence_729,A
sentence_730,A
sentence_731,A
sentence_732,A
sentence_733,A
sentence_734,A
sentence_735,A
sentence_736,A
sentence_737,A
sentence_738,A
sentence_739,A
sentence_740,A
sentence_741,A
sentence_742,A
sentence_743,A
sentence_744,A
sentence_745,A
sentence_746,A
sentence_747,A
sentence_748,A
sentence_749,A
sentence_750,A
sentence_751,A
sentence_752,A
sentence_753,A
sentence_754,A
sentence_755,A
sentence_756,A
sentence_757,A
sentence_758,A
sentence_759,A
sentence_760,A
sentence_761,A
sentence_762,A
sentence_763,A
sentence_764,A
sentence_765,A
sentence_766,A
sentence_767,A
sentence_768,A
sentence_769,A
sentence_770,A
sentence_771,A
sentence_772,A
sentence_773,A
sentence_774,A
sentence_775,A
sentence_776,A
sentence_777,A
sentence_778,A
sentence_779,A
sentence_780,A
sentence_781,A
sentence_782,A
sentence_783,A
sentence_784,A
sentence_785,A
sentence_786,A
sentence_787,A
sentence_788,A
sentence_789,A
sentence_790,A
sentence_791,A
sentence_792,A
sentence_793,A
sentence_794,A
sentence_795,A
sentence_796,A
sentence_797,A
sentence_798,A
sentence_799,A
sentence_800,A
sentence_801,A
sentence_802,A
sentence_803,A
sentence_804,A
sentence_805,A
sentence_806,A
sentence_807,A
sentence_808,A
sentence_809,A
sentence_810,A
sentence_811,A
sentence_812,A
sentence_813,A
sentence_814,A
sentence_815,A
sentence_816,A
sentence_817,A
sentence_818,A
sentence_819,A
sentence_820,A
sentence_821,A
sentence_822,A
sentence_823,A
sentence_824,A
sentence_825,A
sentence_826,A
sentence_827,A
sentence_828,A
sentence_829,A
sentence_830,A
sentence_831,A
sentence_832,A
sentence_833,A
sentence_834,A
sentence_835,A
sentence_836,A
sentence_837,A
sentence_838,A
sentence_839,A
sentence_840,A
sentence_841,A
sentence_842,A
sentence_843,A
sentence_844,A
sentence_845,A
sentence_846,A
sentence_847,A
sentence_848,A
sentence_849,A
sentence_850,A
sentence_851,A
sentence_852,A
sentence_853,A
sentence_854,A
sentence_855,A
sentence_856,A
sentence_857,A
sentence_858,A
sentence_859,A
sentence_860,A
sentence_861,A
sentence_862,A
sentence_863,A
sentence_864,A
sentence_865,A
sentence_866,A
sentence_867,A
sentence_868,A
sentence_869,A
sentence_870,A
sentence_871,A
sentence_872,A
sentence_873,A
sentence_874,A
sentence_875,A
sentence_876,A
sentence_877,A
sentence_878,A
sentence_879,A
sentence_880,A
sentence_881,A
sentence_882,A
sentence_883,A
sentence_884,A
sentence_885,A
sentence_886,A
sentence_887,A
sentence_888,A
sentence_889,A
sentence_890,A
sentence_891,A
sentence_892,A
sentence_893,A
sentence_894,A
sentence_895,A
sentence_896,A
sentence_897,A
sentence_898,A
sentence_899,A
sentence_900,A
sentence_901,A
sentence_902,A
sentence_903,A
sentence_904,A
sentence_905,A
sentence_906,A
sentence_907,A
sentence_908,A
sentence_909,A
sentence_910,A
sentence_911,A
sentence_912,A
sentence_913,A
sentence_914,A
sentence_915,A
sentence_916,A
sentence_917,A
sentence_918,A
sentence_919,A
sentence_920,A
sentence_921,A
sentence_922,A
sentence_923,A
sentence_924,A
sentence_925,A
sentence_926,A
sentence_927,A
sentence_928,A
sentence_929,A
sentence_930,A
sentence_931,A
sentence_932,A
sentence_933,A
sentence_934,A
sentence_935,A
sentence_936,A
sentence_937,A
sentence_938,A
sentence_939,A
sentence_940,A
sentence_941,A
sentence_942,A
sentence_943,A
sentence_944,A
sentence_945,A
sentence_946,A
sentence_947,A
sentence_948,A
sentence_949,A
sentence_950,A
sentence_951,A
sentence_952,A
sentence_953,A
sentence_954,A
sentence_955,A
sentence_956,A
sentence_957,A
sentence_958,A
sentence_959,A
sentence_960,A
sentence_961,A
sentence_962,A
sentence_963,A
sentence_964,A
sentence_965,A
sentence_966,A
sentence_967,A
sentence_968,A
sentence_969,A
sentence_970,A
sentence_971,A
sentence_972,A
sentence_973,A
sentence_974,A
sentence_975,A
sentence_976,A
sentence_977,A
sentence_978,A
sentence_979,A
sentence_980,A
sentence_981,A
sentence_982,A
sentence_983,A
sentence_984,A
sentence_985,A
sentence_986,A
sentence_987,A
sentence_988,A
sentence_989,A
sentence_990,A
sentence_991,A
sentence_992,A
sentence_993,A
sentence_994,A
sentence_995,A
sentence_996,A
sentence_997,A
sentence_998,A
sentence_999,A
sentence_1000,A
sentence_1001,A
sentence_1002,A
sentence_1003,A
sentence_1004,A
sentence_1005,A
sentence_1006,A
sentence_1007,A
sentence_1008,A
sentence_1009,A
sentence_1010,A
sentence_1011,A
sentence_1012,A
sentence_1013,A
sentence_1014,A
sentence_1015,A
sentence_1016,A
sentence_1017,A
sentence_1018,A
sentence_1019,A
sentence_1020,A
sentence_1021,A
sentence_1022,A
sentence_1023,A
sentence_1024,A
sentence_1025,A
sentence_1026,A
sentence_1027,A
sentence_1028,A
sentence_1029,A
sentence_1030,A
sentence_1031,A
sentence_1032,A
sentence_1033,A
sentence_1034,A
sentence_1035,A
sentence_1036,A
sentence_1037,A
sentence_1038,A
sentence_1039,A
sentence_1040,A
sentence_1041,A
sentence_1042,A
sentence_1043,A
sentence_1044,A
sentence_1045,A
sentence_1046,A
sentence_1047,A
sentence_1048,A
sentence_1049,A
sentence_1050,A
sentence_1051,A
sentence_1052,A
sentence_1053,A
sentence_1054,A
sentence_1055,A
sentence_1056,A
sentence_1057,A
sentence_1058,A
sentence_1059,A
sentence_1060,A
sentence_1061,A
sentence_1062,A
sentence_1063,A
sentence_1064,A
sentence_1065,A
sentence_1066,A
sentence_1067,A
sentence_1068,A
sentence_1069,A
sentence_1070,A
sentence_1071,A
sentence_1072,A
sentence_1073,A
sentence_1074,A
sentence_1075,A
sentence_1076,A
sentence_1077,A
sentence_1078,A
sentence_1079,A
sentence_1080,A
sentence_1081,A
sentence_1082,A
sentence_1083,A
sentence_1084,A
sentence_1085,A
sentence_1086,A
sentence_1087,A
sentence_1088,A
sentence_1089,A
sentence_1090,A
sentence_1091,A
sentence_1092,A
sentence_1093,A
sentence_1094,A
sentence_1095,A
sentence_1096,A
sentence_1097,A
sentence_1098,A
sentence_1099,A
sentence_1100,A
sentence_1101,A
sentence_1102,A
sentence_1103,A
sentence_1104,A
sentence_1105,A
sentence_1106,A
sentence_1107,A
sentence_1108,A
sentence_1109,A
sentence_1110,A
sentence_1111,A
sentence_1112,A
sentence_1113,A
sentence_1114,A
sentence_1115,A
sentence_1116,A
sentence_1117,A
sentence_1118,A
sentence_1119,A
sentence_1120,A
sentence_1121,A
sentence_1122,A
sentence_1123,A
sentence_1124,A
sentence_1125,A
sentence_1126,A
sentence_1127,A
sentence_1128,A
sentence_1129,A
sentence_1130,A
sentence_1131,A
sentence_1132,A
sentence_1133,A
sentence_1134,A
sentence_1135,A
sentence_1136,A
sentence_1137,A
sentence_1138,A
sentence_1139,A
sentence_1140,A
sentence_1141,A
sentence_1142,A
sentence_1143,A
sentence_1144,A
sentence_1145,A
sentence_1146,A
sentence_1147,A
sentence_1148,A
sentence_1149,A
sentence_1150,A
sentence_1151,A
sentence_1152,A
sentence_1153,A
sentence_1154,A
sentence_1155,A
sentence_1156,A
sentence_1157,A
sentence_1158,A
sentence_1159,A
sentence_1160,A
sentence_1161,A
sentence_1162,A
sentence_1163,A
sentence_1164,A
sentence_1165,A
sentence_1166,A
sentence_1167,A
sentence_1168,A
sentence_1169,A
sentence_1170,A
sentence_1171,A
sentence_1172,A
sentence_1173,A
sentence_1174,A
sentence_1175,A
sentence_1176,A
sentence_1177,A
sentence_1178,A
sentence_1179,A
sentence_1180,A
sentence_1181,A
sentence_1182,A
sentence_1183,A
sentence_1184,A
sentence_1185,A
sentence_1186,A
sentence_1187,A
sentence_1188,A
sentence_1189,A
sentence_1190,A
sentence_1191,A
sentence_1192,A
sentence_1193,A
sentence_1194,A
sentence_1195,A
sentence_1196,A
sentence_1197,A
sentence_1198,A
sentence_1199,A
sentence_1200,A
sentence_1201,A
sentence_1202,A
sentence_1203,A
sentence_1204,A
sentence_1205,A
sentence_1206,A
sentence_1207,A
sentence_1208,A
sentence_1209,A
sentence_1210,A
sentence_1211,A
sentence_1212,A
sentence_1213,A
sentence_1214,A
sentence_1215,A
sentence_1216,A
sentence_1217,A
sentence_1218,A
sentence_1219,A
sentence_1220,A
sentence_1221,A
sentence_1222,A
sentence_1223,A
sentence_1224,A
sentence_1225,A
sentence_1226,A
sentence_1227,A
sentence_1228,A
sentence_1229,A
sentence_1230,A
sentence_1231,A
sentence_1232,A
sentence_1233,A
sentence_1234,A
sentence_1235,A
sentence_1236,A
sentence_1237,A
sentence_1238,A
sentence_1239,A
sentence_1240,A
sentence_1241,A
sentence_1242,A
sentence_1243,A
sentence_1244,A
sentence_1245,A
sentence_1246,A
sentence_1247,A
sentence_1248,A
sentence_1249,A
sentence_1250,A
sentence_1251,A
sentence_1252,A
sentence_1253,A
sentence_1254,A
sentence_1255,A
sentence_1256,A
sentence_1257,A
sentence_1258,A
sentence_1259,A
sentence_1260,A
sentence_1261,A
sentence_1262,A
sentence_1263,A
sentence_1264,A
sentence_1265,A
sentence_1266,A
sentence_1267,A
sentence_1268,A
sentence_1269,A
sentence_1270,A
sentence_1271,A
sentence_1272,A
sentence_1273,A
sentence_1274,A
sentence_1275,A
sentence_1276,A
sentence_1277,A
sentence_1278,A
sentence_1279,A
sentence_1280,A
sentence_1281,A
sentence_1282,A
sentence_1283,A
sentence_1284,A
sentence_1285,A
sentence_1286,A
sentence_1287,A
sentence_1288,A
sentence_1289,A
sentence_1290,A
sentence_1291,A
sentence_1292,A
sentence_1293,A
sentence_1294,A
sentence_1295,A
sentence_1296,A
sentence_1297,A
sentence_1298,A
sentence_1299,A
sentence_1300,A
sentence_1301,A
sentence_1302,A
sentence_1303,A
sentence_1304,A
sentence_1305,A
sentence_1306,A
sentence_1307,A
sentence_1308,A
sentence_1309,A
sentence_1310,A
sentence_1311,A
sentence_1312,A
sentence_1313,A
sentence_1314,A
sentence_1315,A
sentence_1316,A
sentence_1317,A
sentence_1318,A
sentence_1319,A
sentence_1320,A
sentence_1321,A
sentence_1322,A
sentence_1323,A
sentence_1324,A
sentence_1325,A
sentence_1326,A
sentence_1327,A
sentence_1328,A
sentence_1329,A
sentence_1330,A
sentence_1331,A
sentence_1332,A
sentence_1333,A
sentence_1334,A
sentence_1335,A
sentence_1336,A
sentence_1337,A
sentence_1338,A
sentence_1339,A
sentence_1340,A
sentence_1341,A
sentence_1342,A
sentence_1343,A
sentence_1344,A
sentence_1345,A
sentence_1346,A
sentence_1347,A
sentence_1348,A
sentence_1349,A
sentence_1350,A
sentence_1351,A
sentence_1352,A
sentence_1353,A
sentence_1354,A
sentence_1355,A
sentence_1356,A
sentence_1357,A
sentence_1358,A
sentence_1359,A
sentence_1360,A
sentence_1361,A
sentence_1362,A
sentence_1363,A
sentence_1364,A
sentence_1365,A
sentence_1366,A
sentence_1367,A
sentence_1368,A
sentence_1369,A
sentence_1370,A
sentence_1371,A
sentence_1372,A
sentence_1373,A
sentence_1374,A
sentence_1375,A
sentence_1376,A
sentence_1377,A
sentence_1378,A
sentence_1379,A
sentence_1380,A
sentence_1381,A
sentence_1382,A
sentence_1383,A
sentence_1384,A
sentence_1385,A
sentence_1386,A
sentence_1387,A
sentence_1388,A
sentence_1389,A
sentence_1390,A
sentence_1391,A
sentence_1392,A
sentence_1393,A
sentence_1394,A
sentence_1395,A
sentence_1396,A
sentence_1397,A
sentence_1398,A
sentence_1399,A
sentence_1400,A
sentence_1401,A
sentence_1402,A
sentence_1403,A
sentence_1404,A
sentence_1405,A
sentence_1406,A
sentence_1407,A
sentence_1408,A
sentence_1409,A
sentence_1410,A
sentence_1411,A
sentence_1412,A
sentence_1413,A
sentence_1414,A
sentence_1415,A
sentence_1416,A
sentence_1417,A
sentence_1418,A
sentence_1419,A
sentence_1420,A
sentence_1421,A
sentence_1422,A
sentence_1423,A
sentence_1424,A
sentence_1425,A
sentence_1426,A
sentence_1427,A
sentence_1428,A
sentence_1429,A
sentence_1430,A
sentence_1431,A
sentence_1432,A
sentence_1433,A
sentence_1434,A
sentence_1435,A
sentence_1436,A
sentence_1437,A
sentence_1438,A
sentence_1439,A
sentence_1440,A
sentence_1441,A
sentence_1442,A
sentence_1443,A
sentence_1444,A
sentence_1445,A
sentence_1446,A
sentence_1447,A
sentence_1448,A
sentence_1449,A
sentence_1450,A
sentence_1451,A
sentence_1452,A
sentence_1453,A
sentence_1454,A
sentence_1455,A
sentence_1456,A
sentence_1457,A
sentence_1458,A
sentence_1459,A
sentence_1460,A
sentence_1461,A
sentence_1462,A
sentence_1463,A
sentence_1464,A
sentence_1465,A
sentence_1466,A
sentence_1467,A
sentence_1468,A
sentence_1469,A
sentence_1470,A
sentence_1471,A
sentence_1472,A
sentence_1473,A
sentence_1474,A
sentence_1475,A
sentence_1476,A
sentence_1477,A
sentence_1478,A
sentence_1479,A
sentence_1480,A
sentence_1481,A
sentence_1482,A
sentence_1483,A
sentence_1484,A
sentence_1485,A
sentence_1486,A
sentence_1487,A
sentence_1488,A
sentence_1489,A
sentence_1490,A
sentence_1491,A
sentence_1492,A
sentence_1493,A
sentence_1494,A
sentence_1495,A
sentence_1496,A
sentence_1497,A
sentence_1498,A
sentence_1499,A
sentence_1500,A
sentence_1501,A
sentence_1502,A
sentence_1503,A
sentence_1504,A
sentence_1505,A
sentence_1506,A
sentence_1507,A
sentence_1508,A
sentence_1509,A
sentence_1510,A
sentence_1511,A
sentence_1512,A
sentence_1513,A
sentence_1514,A
sentence_1515,A
sentence_1516,A
sentence_1517,A
sentence_1518,A
sentence_1519,A
sentence_1520,A
sentence_1521,A
sentence_1522,A
sentence_1523,A
sentence_1524,A
sentence_1525,A
sentence_1526,A
sentence_1527,A
sentence_1528,A
sentence_1529,A
sentence_1530,A
sentence_1531,A
sentence_1532,A
sentence_1533,A
sentence_1534,A
sentence_1535,A
sentence_1536,A
sentence_1537,A
sentence_1538,A
sentence_1539,A
sentence_1540,A
sentence_1541,A
sentence_1542,A
sentence_1543,A
sentence_1544,A
sentence_1545,A
sentence_1546,A
sentence_1547,A
sentence_1548,A
sentence_1549,A
sentence_1550,A
sentence_1551,A
sentence_1552,A
sentence_1553,A
sentence_1554,A
sentence_1555,A
sentence_1556,A
sentence_1557,A
sentence_1558,A
sentence_1559,A
sentence_1560,A
sentence_1561,A
sentence_1562,A
sentence_1563,A
sentence_1564,A
sentence_1565,A
sentence_1566,A
sentence_1567,A
sentence_1568,A
sentence_1569,A
sentence_1570,A
sentence_1571,A
sentence_1572,A
sentence_1573,A
sentence_1574,A
sentence_1575,A
sentence_1576,A
sentence_1577,A
sentence_1578,A
sentence_1579,A
sentence_1580,A
sentence_1581,A
sentence_1582,A
sentence_1583,A
sentence_1584,A
sentence_1585,A
sentence_1586,A
sentence_1587,A
sentence_1588,A
sentence_1589,A
sentence_1590,A
sentence_1591,A
sentence_1592,A
sentence_1593,A
sentence_1594,A
sentence_1595,A
sentence_1596,A
sentence_1597,A
sentence_1598,A
sentence_1599,A
sentence_1600,A
sentence_1601,A
sentence_1602,A
sentence_1603,A
sentence_1604,A
sentence_1605,A
sentence_1606,A
sentence_1607,A
sentence_1608,A
sentence_1609,A
sentence_1610,A
sentence_1611,A
sentence_1612,A
sentence_1613,A
sentence_1614,A
sentence_1615,A
sentence_1616,A
sentence_1617,A
sentence_1618,A
sentence_1619,A
sentence_1620,A
sentence_1621,A
sentence_1622,A
sentence_1623,A
sentence_1624,A
sentence_1625,A
sentence_1626,A
sentence_1627,A
sentence_1628,A
sentence_1629,A
sentence_1630,A
sentence_1631,A
sentence_1632,A
sentence_1633,A
sentence_1634,A
sentence_1635,A
sentence_1636,A
sentence_1637,A
sentence_1638,A
sentence_1639,A
sentence_1640,A
sentence_1641,A
sentence_1642,A
sentence_1643,A
sentence_1644,A
sentence_1645,A
sentence_1646,A
sentence_1647,A
sentence_1648,A
sentence_1649,A
sentence_1650,A
sentence_1651,A
sentence_1652,A
sentence_1653,A
sentence_1654,A
sentence_1655,A
sentence_1656,A
sentence_1657,A
sentence_1658,A
sentence_1659,A
sentence_1660,A
sentence_1661,A
sentence_1662,A
sentence_1663,A
sentence_1664,A
sentence_1665,A
